●蟲師 OST1 蟲音(むしのね) 前
●9 Cuvie 絢爛たるグランドセーヌ ロテア 魔女の鉄槌
●8 六田登 獅子の王国 FREGENERATION瑠璃
●8 鈴木健也 ギャル子ちゃん
●8 鈴木央 七つの大罪 Blizzard-Axel
●8 龍幸伸ダンダダン
●8 矢口高雄 釣りキチ三平 平成版
●8 末次由紀 ちはやふる
●8 麻生羽呂 今際の国のアリス
●8 峰浪りょう 初恋ゾンビ ヒメゴト
●8 平鳥コウ 山田J太 JKハルは異世界で娼婦になった
●8 博
●8 能條純一
●8 二ノ宮知子 のだめ 87CLOCKERS 七つ屋 志のぶの宝石匣
●8 楠みちはる 湾岸MidNight
●8 鍋倉夫 リボーンの棋士
●8 道原かつみ
●8 藤田和日郎 うしおととら からくりサーカス
●8 土山しげる
●8 渡辺航 弱虫ペダル
●8 田村由美 7SEEDS ミステリと言う勿れ
●8 天王寺キツネ 天王寺きつね
●8 長谷川裕一
●8 長月みそか 少女素数
●8 中原裕 神尾龍 ラストイニング
●8 蜘蛛ですが、なにか？
●8 谷川史子
●8 大和田秀樹 ムダヅモ無き改革
●8 大武政夫 ヒナまつり
●8 大田均 りこさんブッチギリです！
●8 大西巷一 乙女戦争 ディーヴチー・ヴァールカ
●8 大須賀めぐみ マチネとソワレ
●8 大久保圭 アルテ
●8 泰三子 ハコヅメ～交番女子の逆襲～
●8 太田垣康男 MOONLIGHT MILE
●8 村上もとか
●8 相田裕 GunslingerGirl ガンスリンガーガール
●8 倉田よしみ あべ善太 味いちもんめ
●8 曽根富美子
●8 前川たけし
●8 赤坂アカ かぐや様は告らせたい
●8 石黒正数 それでも町は廻っている
●8 斉藤ゆう 疑似ハーレム
●8 青柳裕介
●8 青のフラッグ BL
●8 水無月すう プランダラ
●8 水城せとな
●8 真島悦也 琴ノ葉さんが恋してる
●8 森恒二 自殺島 ホーリーランド
●8 常磐くじら 桃山ひなせ エリスの聖杯
●8 若林稔弥 徒然チルドレン
●8 柴田昌弘
●8 寺沢大介
●8 志名坂高次 凍牌
●8 山田鐘人 アベツカサ 葬送のフリーレン
●8 山田貴敏 Dr.コトー診療所
●8 桜井のりお 僕の心のヤバイやつ
●8 細野不二彦
●8 佐藤はつき オレが私になるまで
●8 佐々木倫子
●8 佐々大河 ふしぎの国のバード
●8 高橋陽一 キャプテン翼
●8 高遠るい 鉄漫 TEKKEN COMIC CYNTHIA THE MISSION シンシア・ザ・ミッション
●8 綱本将也 ツジトモ GIANT KILLING ジャイアント キリング ジャイアントキリング
●8 硬梨菜 不二涼介 シャングリラ フロンティア クソゲーハンター 神ゲーに挑まんとす
●8 甲斐谷忍 ONE OUTS ワンナウツ ライアーゲーム カモのネギには毒がある
●8 原泰久 キングダム Kingdom
●8 宮尾岳 アオバ自転車店
●8 環望 ダンス イン ザ ヴァンパイアバンド
●8 河下水希 桃栗みかん 初恋限定
●8 一条ゆかり
●8 磯谷友紀 あかねのハネ
●8 安藤慈郎
●8 阿弥陀しずく からっぽダンス
●8 阿久井真 青のオーケストラ
●8 をのひなお 明日、私は誰かのカノジョ
●8 ヨシノサツキ ばらかもん
●8 やまざき貴子 っポイ！
●8 モリタイシ
●8 フラジャイル
●8 ふくやまけいこ 東京物語
●8 せきやてつじ バンビーノ！
●8 こばやしひよこ
●8 コージィ城倉 おれはキャプテン
●8 クロマツテツロウ ドラフトキング
●8 クリスタルな洋介 お酒は夫婦になってから オニデレ
●8 きらたかし
●8 キムラダイスケ マージナル オペレーション
●8 かざま鋭二 坂田信弘 風の大地
●8 お義母さんスイッチ
●8 エヴァンゲリオン 貞本義行
●8 あいだにはたち
●8 Moo.念平
●8 M エム。 わざと見せてる 加茂井さん。
●8 ISUTOSHI
●7 蝸牛くも 黒瀬浩介 ゴブリンスレイヤー
●7 鈴木良雄 フルーツ宅配便
●7 鈴ノ木ユウ コウノドリ   こうのとり
●7 林崎文博 エゴコロトイロ
●7 立花和三 CHERRY TEACHER 佐倉直生
●7 里見桂 ゼロ なんか妖かい
●7 葉月京
●7 夕凪に舞え、僕のリボン
●7 有村しのぶ
●7 野人転生
●7 木多康昭 喧嘩商売
●7 霧島まるは 琥狗ハヤテ 左遷も悪くない
●7 麻酔科医ハナ
●7 麻宮騎亜
●7 魔夜峰央
●7 本田 ガイコツ書店員 本田さん
●7 堀尾省太
●7 殆ど死んでいる 異世界おじさん
●7 北崎拓
●7 片山まさゆき
●7 平尾アウリ 推しが武道館いってくれたら死ぬ
●7 平松伸二 そしてボクは外道マンになる
●7 武梨えり かんなぎ
●7 武田すん グレイプニル あるいて一歩
●7 附田祐斗 佐伯俊 食戟のソーマ
●7 美樹本晴彦
●7 眉月じゅん 恋は雨上がりのように
●7 尾崎衣良
●7 板場広志 社畜と少女の1800日
●7 板垣巴留 BEASTARS ビースターズ
●7 八神健 ふたばの教室
●7 八十八良
●7 博士×上野 ラブホの上野さん
●7 楳図かずお
●7 梅澤春人 カウンタック
●7 梅川和実
●7 波切敦 レッドブルー
●7 巴亮介 ミュージアム
●7 入江亜季
●7 日暮キノコ
●7 日笠優 五百年目のマリオン GohyakunenmeMarion01-02
●7 楠桂
●7 藤沢とおる
●7 東村アキコ ひまわりっ
●7 東＊南＊東 巴マミ
●7 島袋光年 トリコ Toriko
●7 土田世紀
●7 町田くんの世界 安藤ゆき
●7 中村勇志 六道の悪女たち
●7 中村哲也 ネコと鴎の王冠
●7 中条亮 ドージン活動、はじめました！？
●7 中山昌亮 オフィス北極星
●7 竹本泉
●7 谷川ニコ 私がモテないのはどう考えてもお前らが悪い！
●7 大槻閑人 子鹿ゆずる アンメット
●7 大今良時 聲の形
●7 村生ミオ
●7 村山慶 セントールの悩み
●7 蒼天航路 王欣太
●7 草場道輝
●7 浅美裕子 WILD HALF
●7 川畑聡一郎 S60チルドレン
●7 蝉川夏哉 異世界居酒屋「のぶ」
●7 赤松健
●7 石田敦子
●7 石田拓実 パラパル
●7 石川賢
●7 青木幸子 王狩 ZOO KEEPER 茶柱倶楽部
●7 西炯子 姉の結婚
●7 西森博之 道士郎でござる
●7 清水玲子 輝夜姫
●7 星里もちる
●7 菅原じょにえる
●7 杉本亜未
●7 水穂しゅうし
●7 水薙竜 ウィッチクラフトワークス
●7 真船一雄 K2 スーパードクターK
●7 深山フギン 大塩哲史 丸山くがね so-bin オーバーロード
●7 森秀樹
●7 新田紫 2428
●7 新沢基栄 ハイスクール！奇面組
●7 植芝理一
●7 松本零士
●7 松苗あけみ
●7 小池田マヤ
●7 小沢としお Gメン 777 ガキ教室
●7 将棋 或るアホウの一生
●7 春原ロビンソン×ひらけい 姫様“拷問”の時間です
●7 出水ぽすか 約束のネバーランド
●7 若杉公徳 デトロイト・メタル・シティ
●7 七尾ナナキ Acaria 全25話
●7 史上最強の弟子ケンイチ 松江名俊
●7 山本鈴美香 エースをねらえ！ 愛蔵版
●7 山本崇一朗 からかい上手の高木さん それでも歩は寄せてくる
●7 山本康人 競輪王ゼロ
●7 山本アリフレッド 理系が恋に落ちたので証明してみた
●7 山原義人 龍狼伝
●7 三簾真也  幼馴染とはラブコメにならない 水女神は今日も恋をするか？
●7 三田紀房 アルキメデスの大戦 インベスターZ 砂の栄冠 ドラゴン桜 甲子園へ行こう
●7 坂本眞一 新田次郎 孤高の人
●7 沙村広明 無限の住人
●7 佐藤秀峰
●7 佐藤マコト サトラレ1-8 neo1-2
●7 佐々木ミノル 中卒労働者から始める高校生活
●7 今泉伸二 空のキャンバス リプレイJ
●7 今井大輔 クロエの流儀
●7 此ノ木よしる 変女 こみっくすたじお
●7 高橋広 七三太朗 イレブン
●7 高屋良樹 強殖装甲ガイバー
●7 荒達哉 ハリガネサービス
●7 攻殻機動隊 笑い男編
●7 広江礼威 BLACK LAGOON ブラック ラグーン
●7 光永康則 怪物王女 アヴァルト
●7 原悠衣 きんいろモザイク
●7 見田竜介
●7 九井諒子 ダンジョン飯
●7 玉越博幸
●7 郷力也 天王寺大 ミナミの帝王
●7 許斐剛 テニスの王子様
●7 宮川輝 さいとう たかを サバイバル～少年Sの記録～
●7 久保ミツロウ
●7 吉田貴司 やれたかも委員会 フィンランド・サガ
●7 吉田基己 吉田基已
●7 岩澤紫麗 坂口いく ちぇんじ123
●7 岩館真理子
●7 岩永亮太郎 パンプキン シザーズ
●7 岸本斉史 NARUTO -ナルト-
●7 丸山恭右 TSUYOSHI 誰も勝てない、アイツには
●7 笠井スイ ジゼル・アラン
●7 皆川亮二
●7 海野つなみ tsunamix2 ツナミックス2
●7 我が名は海師 武村勇治 小森陽一
●7 河内遙 関根くんの恋
●7 河合単 久部緑郎 ラーメン発見伝 らーめん才遊記
●7 加藤雄一 やんちゃギャルの安城さん
●7 加藤知子
●7 加藤元浩 Q.E.D 証明終了 QED
●7 加瀬あつし くろアゲハ カメレオン
●7 荻野真 孔雀王
●7 押切蓮介 ハイスコアガール
●7 遠藤浩輝 オールラウンダー廻
●7 艶々 落日のパトス ふたりのおうち
●7 井上正治 マラソンマン
●7 井上紀良 マッド ブル
●7 異世界迷宮でハーレムを
●7 伊藤寿規 王国へ続く道
●7 伊賀野カバ丸
●7 安倍吉俊
●7 安田剛助 じけんじゃけん！
●7 芦原妃名子
●7 悪役令嬢のデレは俺だけにバレている
●7 ろびこ  となりの怪物くん
●7 よしながふみ きのう何食べた？
●7 ヤマシタトモコ
●7 やまさき拓味
●7 ふみふみこ
●7 ビッグ錠
●7 ビーノ 女子高生の無駄づかい
●7 バララッシュ
●7 なもり ゆるゆり
●7 ナナシ イジらないで、長瀞さん
●7 とよ田みのる
●7 タツノコプロ 江尻立真 Infini-T Force 未来の描線
●7 タチバナロク タチロク
●7 たかもちげん
●7 その着せ替え人形は恋をする
●7 すがやみつる
●7 シモダアサミ 中学性日記
●7 さいとうたかを さいとう・たかを ゴルゴ13
●7 こうの史代
●7 くれよんカンパニー 君の大声を聞いたことがない
●7 くぼたまこと 天体戦士サンレッド
●7 カワハラ恋 未熟なふたりでございますが
●7 カルロ・ゼン 石田点 テロール教授の怪しい授業
●7 かっぴー nifuni 左ききのエレン
●7 えのあきら ジャジャ
●7 えすとえむ IPPO
●7 うるし原智志 レジェンド・オブ・レムネア 全03巻
●7 いしぜきひでゆき 藤栄道彦 コンシェルジュ
●7 アンサングシンデレラ
●7 あらい まりこ
●7 あっと のんのんびより
●7 あさりよしとお
●7 [服部昇大 邦画プレゼン女子高生 邦キチ! 映子さん 第01-08巻
●7 usi デリバリー
●7 Guyver
●7 2.5次元の誘惑
●6 和六里ハル 勇者の娘と出刃包丁
●6 林達永 林逹永 林達永 金光鉉 フリージング 炎のインフェルノ 鬼姫VS
●6 羅川真里茂 赤ちゃんと僕
●6 柳原望 かりん歩 高杉さん家のおべんとう
●6 木城ゆきと
●6 本そういち
●6 僕たちがやりました
●6 北河トウタ
●6 板倉梓 間くんは選べない
●6 八神ひろき DEAR BOYS DearBoys
●6 柏木ハルコ
●6 萩尾望都
●6 乃木坂太郎  夏目アラタの結婚 医龍 第三のギデオン
●6 日渡早紀 ぼくは地球と歌う 「ぼく地球」次世代編II
●6 内乃秋也 茂木完田 なぜ東堂院聖也16歳は彼女が出来ないのか？
●6 那州雪絵
●6 東風孝広 田島隆 カバチタレ
●6 都留泰作 ナチュン nachun
●6 渡辺みちお 北芝健 まるごし刑事
●6 田中相 千年万年りんごの子 その娘、武蔵
●6 田原成貴×能田茂 法の庭
●6 天野シロ ボクとワタシの変愛事情
●6 椿いづみ 月刊少女野崎くん 親指からロマンス 全9巻
●6 椎名高志
●6 椎名軽穂 君に届け
●6 猪ノ谷言葉 ランウェイで笑って
●6 中村光 聖☆おにいさん
●6 竹良実 辺獄のシュヴェスタ
●6 大島千春 いぶり暮らし
●6 大島やすいち
●6 大澄剛 このゆびとまれ
●6 大井昌和
●6 前原タケル ごくりっ
●6 赤石路代
●6 赤衣丸歩郎 仮面のメイドガイ
●6 石川サブロウ
●6 西餅 ハルロック 犬神もっこす
●6 西渡槇 宇津野先生はメランコリック
●6 西山優里子 ジャポニカの歩き方 HarlemBeat
●6 刃森尊 ネイチャージモン
●6 人狼ゲーム
●6 神さまの言うとおり弐
●6 真造圭伍 ノラと雑草
●6 森本梢子 研修医ななこ 全07巻
●6 新海誠 言の葉の庭 山口つばさ
●6 松本ひで吉 さばげぶっ！
●6 小林よしのり
●6 小山愛子 舞妓さんちのまかないさん
●6 小原慎司 小原愼司
●6 小玉ユキ 坂道のアポロン
●6 出渕裕
●6 宗我部としのり ごてんばチアリーダーズ
●6 蛇蔵 海野凪子 日本人の知らない日本語
●6 時間を止めて待っていて ひかわきょうこ
●6 山本おさむ そばもん ニッポン蕎麦行脚
●6 山花典之 山崎花子 E･K･U･B･O･！夢で逢えたら
●6 左菱虚秋 ガンオタの女
●6 佐藤宏之
●6 佐倉準 湯神くんには友達がいない
●6 佐久間結衣 コンプレックス・エイジ
●6 黒澤R 金魚妻
●6 黒沢明世 夏川ゆきの にぶんのいち夫婦
●6 高野真之 BLOOD ALONE
●6 高松三咲 スキップとローファー
●6 高橋ゆたか ボンボン坂高校演劇部 アンコール
●6 高橋ツトム
●6 高橋コウ
●6 高屋奈月
●6 江川達也 東京大学物語
●6 原田重光 松本救助 魔女は三百路から 女神のスプリンター
●6 原秀則
●6 絹田村子 数字であそぼ
●6 犬童千絵 碧いホルスの瞳
●6 君塚力 日丘円 僕の名前は｢少年A｣
●6 熊之股鍵次 魔王城でおやすみ
●6 空詠大智 競女 競女!!!!!!!!
●6 金田一蓮十郎 ニコイチ
●6 強豪野球部新入部員のありがちな日常
●6 境界のエンドフィール
●6 宮崎克 吉本浩二 ブラックジャック創作秘話
●6 吉本ますめ 吉元ますめ くまみこ
